WORD,VALIDITY,TYPE,BLOCK
along,word,english,H
systems,word,english,H
several,word,english,H
indsted,non_word,english,H
subjekt,non_word,english,H
serwer,non_word,english,H
potilical,non_word,english,H
coutries,non_word,english,H
huose,non_word,english,H
repronse,non_word,english,H
driwe,non_word,english,H
fimal,non_word,english,H
anonimus,non_word,english,H
secutiry,non_word,english,H
sisuation,non_word,english,H
referance,non_word,english,H
notse,non_word,english,H
varieus,non_word,english,H
apeears,non_word,english,H
trate,non_word,english,H
thouh,non_word,english,H
macine,non_word,english,H
maliing,non_word,english,H
komment,non_word,english,H
hystums,non_word,english,H
exsept,non_word,english,H
hawing,non_word,english,H
messase,non_word,english,H
acount,non_word,english,H
bluud,non_word,english,H
atention,non_word,english,H
milone,non_word,english,H
opinyons,non_word,english,H
folwing,non_word,english,H
perfet,non_word,english,H
kelling,non_word,english,H
evedence,non_word,english,H
makis,non_word,english,H
cemidal,non_word,english,H
vhite,non_word,english,H
macine,non_word,english,H
becuase,non_word,english,H
knoledge,non_word,english,H
aadat,word,hinglish_plain,I
aajtak  ,word,hinglish_plain,I
aarakshan,word,hinglish_plain,I
abhay,word,hinglish_plain,I
akshar  ,word,hinglish_plain,I
akshay,word,hinglish_plain,I
alag,word,hinglish_plain,I
amar,word,hinglish_plain,I
asafal,word,hinglish_plain,I
asar,word,hinglish_plain,I
ashram  ,word,hinglish_plain,I
bachat,word,hinglish_plain,I
bachpan  ,word,hinglish_plain,I
badan,word,hinglish_plain,I
bagal,word,hinglish_plain,I
bhajan  ,word,hinglish_plain,I
bhatak,word,hinglish_plain,I
bhavan  ,word,hinglish_plain,I
chadar,word,hinglish_plain,I
chamak,word,hinglish_plain,I
chaman  ,word,hinglish_plain,I
charan,word,hinglish_plain,I
charas  ,word,hinglish_plain,I
dhadkan,word,hinglish_plain,I
gagan  ,word,hinglish_plain,I
galat  ,word,hinglish_plain,I
gazal,word,hinglish_plain,I
haalat,word,hinglish_plain,I
havan,word,hinglish_plain,I
idhar  ,word,hinglish_plain,I
jagah  ,word,hinglish_plain,I
jagat,word,hinglish_plain,I
jhalak  ,word,hinglish_plain,I
kadam  ,word,hinglish_plain,I
kahar,word,hinglish_plain,I
kahar,word,hinglish_plain,I
kalam,word,hinglish_plain,I
kalash,word,hinglish_plain,I
kamal,word,hinglish_plain,I
kamar,word,hinglish_plain,I
aadas,non_word,hinglish_plain,I
aapasav,non_word,hinglish_plain,I
aarakan,non_word,hinglish_plain,I
idham,non_word,hinglish_plain,I
ugar,non_word,hinglish_plain,I
ukathar,non_word,hinglish_plain,I
uthar,non_word,hinglish_plain,I
unad,non_word,hinglish_plain,I
upak,non_word,hinglish_plain,I
upach,non_word,hinglish_plain,I
upahal,non_word,hinglish_plain,I
umath,non_word,hinglish_plain,I
kamad,non_word,hinglish_plain,I
kamam,non_word,hinglish_plain,I
kasan,non_word,hinglish_plain,I
khabal,non_word,hinglish_plain,I
galak,non_word,hinglish_plain,I
rakshan,non_word,hinglish_plain,I
lakshal,non_word,hinglish_plain,I
labhag,non_word,hinglish_plain,I
lathpad,non_word,hinglish_plain,I
ladpat,non_word,hinglish_plain,I
sajag,non_word,hinglish_plain,I
sadja,non_word,hinglish_plain,I
sanad,non_word,hinglish_plain,I
sadarah,non_word,hinglish_plain,I
sarakh,non_word,hinglish_plain,I
saht,non_word,hinglish_plain,I
hatkan,non_word,hinglish_plain,I
harkal,non_word,hinglish_plain,I
hanav,non_word,hinglish_plain,I
chalhal,non_word,hinglish_plain,I
bakapan,non_word,hinglish_plain,I
labhka,non_word,hinglish_plain,I
tanbhag,non_word,hinglish_plain,I
shatab,non_word,hinglish_plain,I
fasar,non_word,hinglish_plain,I
rakash,non_word,hinglish_plain,I
hafan,non_word,hinglish_plain,I
gatat,non_word,hinglish_plain,I
bekaar  ,word,hinglish_matra,J
jeewan,word,hinglish_matra,J
grahak,word,hinglish_matra,J
shanti,word,hinglish_matra,J
prerana,word,hinglish_matra,J
basant  ,word,hinglish_matra,J
vikas,word,hinglish_matra,J
mithaai,word,hinglish_matra,J
ladka,word,hinglish_matra,J
dawaai,word,hinglish_matra,J
hangama,word,hinglish_matra,J
gulshan,word,hinglish_matra,J
chahiye,word,hinglish_matra,J
sardar,word,hinglish_matra,J
prayaas,word,hinglish_matra,J
dainik,word,hinglish_matra,J
parvati,word,hinglish_matra,J
vyakti,word,hinglish_matra,J
nibandh,word,hinglish_matra,J
prabhat,word,hinglish_matra,J
videshi,word,hinglish_matra,J
pasand,word,hinglish_matra,J
manzil,word,hinglish_matra,J
virodhi,word,hinglish_matra,J
prakash,word,hinglish_matra,J
dhaara,word,hinglish_matra,J
chanchal  ,word,hinglish_matra,J
vichaar,word,hinglish_matra,J
unka,word,hinglish_matra,J
sambandh,word,hinglish_matra,J
mahaul,word,hinglish_matra,J
niketan,word,hinglish_matra,J
mahila,word,hinglish_matra,J
dahej,word,hinglish_matra,J
naari,word,hinglish_matra,J
khilaaf,word,hinglish_matra,J
pradesh,word,hinglish_matra,J
anant,word,hinglish_matra,J
jawaan,word,hinglish_matra,J
mausam,word,hinglish_matra,J
hanshik,non_word,hinglish_matra,J
tatneek,non_word,hinglish_matra,J
kharbar,non_word,hinglish_matra,J
sandandh,non_word,hinglish_matra,J
uljham,non_word,hinglish_matra,J
saadham,non_word,hinglish_matra,J
nishtri,non_word,hinglish_matra,J
sadbhag,non_word,hinglish_matra,J
chindan,non_word,hinglish_matra,J
balbhan,non_word,hinglish_matra,J
saajash,non_word,hinglish_matra,J
banthak,non_word,hinglish_matra,J
asambham,non_word,hinglish_matra,J
gatli,non_word,hinglish_matra,J
sanbamdh,non_word,hinglish_matra,J
gamrah,non_word,hinglish_matra,J
khashar,non_word,hinglish_matra,J
bajdoor,non_word,hinglish_matra,J
drishdhi,non_word,hinglish_matra,J
prakeet,non_word,hinglish_matra,J
migan,non_word,hinglish_matra,J
saasish,non_word,hinglish_matra,J
hivaah,non_word,hinglish_matra,J
akidhari,non_word,hinglish_matra,J
tanrik,non_word,hinglish_matra,J
vaakas,non_word,hinglish_matra,J
ranjeeti,non_word,hinglish_matra,J
sandhaavana,non_word,hinglish_matra,J
nasamte,non_word,hinglish_matra,J
sandandh,non_word,hinglish_matra,J
nahenga,non_word,hinglish_matra,J
raskha,non_word,hinglish_matra,J
ashkar,non_word,hinglish_matra,J
anuhab,non_word,hinglish_matra,J
jyaan,non_word,hinglish_matra,J
muhina,non_word,hinglish_matra,J
saadish,non_word,hinglish_matra,J
dhyam,non_word,hinglish_matra,J
tantriksh,non_word,hinglish_matra,J
shatki,non_word,hinglish_matra,J
 asabhya,word,hinglish_half,K
 daftar,word,hinglish_half,K
asabhya,word,hinglish_half,K
takkar,word,hinglish_half,K
rahaysa,word,hinglish_half,K
dhanya,word,hinglish_half,K
 rahasya,word,hinglish_half,K
vyakti,word,hinglish_half,K
aarambh,word,hinglish_half,K
pyaas,word,hinglish_half,K
anand,word,hinglish_half,K
 kambal,word,hinglish_half,K
 mannat,word,hinglish_half,K
shabd,word,hinglish_half,K
chandan,word,hinglish_half,K
kambal,word,hinglish_half,K
andar,word,hinglish_half,K
bhakt,word,hinglish_half,K
anant,word,hinglish_half,K
lashkar,word,hinglish_half,K
 madhya,word,hinglish_half,K
 marammat,word,hinglish_half,K
thand,word,hinglish_half,K
thappar,word,hinglish_half,K
aarambh,word,hinglish_half,K
 sabhya,word,hinglish_half,K
chappar,word,hinglish_half,K
khattar,word,hinglish_half,K
 sajjan,word,hinglish_half,K
 bhakt,word,hinglish_half,K
aatma,word,hinglish_half,K
pasand,word,hinglish_half,K
jannat,word,hinglish_half,K
chappal,word,hinglish_half,K
sambhav,word,hinglish_half,K
 satya,word,hinglish_half,K
shakkar,word,hinglish_half,K
prayaas,word,hinglish_half,K
vikalp,word,hinglish_half,K
madhya,word,hinglish_half,K
jalnat,non_word,hinglish_half,K
matammat,non_word,hinglish_half,K
madhrat,non_word,hinglish_half,K
rastrik,non_word,hinglish_half,K
jarnak,non_word,hinglish_half,K
ustav,non_word,hinglish_half,K
mamarratam,non_word,hinglish_half,K
dakkad,non_word,hinglish_half,K
bauthik,non_word,hinglish_half,K
ujjala,non_word,hinglish_half,K
shatsra,non_word,hinglish_half,K
chamdam,non_word,hinglish_half,K
shakkala,non_word,hinglish_half,K
karsat,non_word,hinglish_half,K
vrashti,non_word,hinglish_half,K
ujjat,non_word,hinglish_half,K
adhyrak,non_word,hinglish_half,K
vakta,non_word,hinglish_half,K
nashka,non_word,hinglish_half,K
anraya,non_word,hinglish_half,K
hadhyam,non_word,hinglish_half,K
patraw,non_word,hinglish_half,K
haskat,non_word,hinglish_half,K
khatvir,non_word,hinglish_half,K
vikapsh,non_word,hinglish_half,K
tamnay,non_word,hinglish_half,K
dhakyan,non_word,hinglish_half,K
sadvya,non_word,hinglish_half,K
panka,non_word,hinglish_half,K
mattat,non_word,hinglish_half,K
lashkman,non_word,hinglish_half,K
madhrak,non_word,hinglish_half,K
tabhya,non_word,hinglish_half,K
aranth,non_word,hinglish_half,K
kanban,non_word,hinglish_half,K
dharvak,non_word,hinglish_half,K
dhavya,non_word,hinglish_half,K
gantak,non_word,hinglish_half,K
dhyam,non_word,hinglish_half,K
lashkya,non_word,hinglish_half,K
khabar  ,word,hinglish_plain,L
lagbhag,word,hinglish_plain,L
lakshan,word,hinglish_plain,L
latak,word,hinglish_plain,L
madad,word,hinglish_plain,L
magar,word,hinglish_plain,L
mahak,word,hinglish_plain,L
mahal,word,hinglish_plain,L
maksad  ,word,hinglish_plain,L
matar,word,hinglish_plain,L
matlab,word,hinglish_plain,L
nagar,word,hinglish_plain,L
namak  ,word,hinglish_plain,L
naram,word,hinglish_plain,L
nazar,word,hinglish_plain,L
pahal,word,hinglish_plain,L
pakad,word,hinglish_plain,L
paksh  ,word,hinglish_plain,L
palak  ,word,hinglish_plain,L
parakh,word,hinglish_plain,L
param,word,hinglish_plain,L
pavan  ,word,hinglish_plain,L
rajat,word,hinglish_plain,L
raman,word,hinglish_plain,L
sabak,word,hinglish_plain,L
sadak  ,word,hinglish_plain,L
safal  ,word,hinglish_plain,L
safar  ,word,hinglish_plain,L
saksham  ,word,hinglish_plain,L
samajh  ,word,hinglish_plain,L
samay  ,word,hinglish_plain,L
sargam,word,hinglish_plain,L
shahar,word,hinglish_plain,L
shapath,word,hinglish_plain,L
taras,word,hinglish_plain,L
uday,word,hinglish_plain,L
udhar  ,word,hinglish_plain,L
vachan,word,hinglish_plain,L
wajan,word,hinglish_plain,L
yagya  ,word,hinglish_plain,L
rapam,non_word,hinglish_plain,L
askhar,non_word,hinglish_plain,L
saskham,non_word,hinglish_plain,L
bapchan,non_word,hinglish_plain,L
tanpav,non_word,hinglish_plain,L
lajat,non_word,hinglish_plain,L
sanay,non_word,hinglish_plain,L
nagat,non_word,hinglish_plain,L
ihar,non_word,hinglish_plain,L
nashkhat,non_word,hinglish_plain,L
maskad,non_word,hinglish_plain,L
anam,non_word,hinglish_plain,L
karsat,non_word,hinglish_plain,L
harkad,non_word,hinglish_plain,L
pakal,non_word,hinglish_plain,L
sahak,non_word,hinglish_plain,L
askhay,non_word,hinglish_plain,L
kapak,non_word,hinglish_plain,L
pakadhar,non_word,hinglish_plain,L
panav,non_word,hinglish_plain,L
yajya,non_word,hinglish_plain,L
ranam,non_word,hinglish_plain,L
sakab,non_word,hinglish_plain,L
salaf,non_word,hinglish_plain,L
sajham,non_word,hinglish_plain,L
palah,non_word,hinglish_plain,L
nakam,non_word,hinglish_plain,L
kashal,non_word,hinglish_plain,L
rataj,non_word,hinglish_plain,L
aray,non_word,hinglish_plain,L
iradh,non_word,hinglish_plain,L
chakam,non_word,hinglish_plain,L
chasar,non_word,hinglish_plain,L
shataph,non_word,hinglish_plain,L
ganag,non_word,hinglish_plain,L
haatal,non_word,hinglish_plain,L
maltab,non_word,hinglish_plain,L
aatjak,non_word,hinglish_plain,L
batal,non_word,hinglish_plain,L
kabat,non_word,hinglish_plain,L
woman,word,english,L
necessary,word,english,L
monitor,word,english,L
learn,word,english,L
takes,word,english,L
green,word,english,L
records,word,english,L
small,word,english,L
mailing,word,english,L
world,word,english,L
natural,word,english,L
history,word,english,L
resources,word,english,L
party,word,english,L
whatever,word,english,L
straight,word,english,L
south,word,english,L
issues,word,english,L
comment,word,english,L
function,word,english,L
between,word,english,L
president,word,english,L
location,word,english,L
digital,word,english,L
million,word,english,L
sound,word,english,L
terms,word,english,L
message,word,english,L
request,word,english,L
numbers,word,english,L
maybe,word,english,L
different,word,english,L
anyone,word,english,L
military,word,english,L
exactly,word,english,L
making,word,english,L
watch,word,english,L
anyway,word,english,L
present,word,english,L
friend,word,english,L
concider,non_word,english,L
increace,non_word,english,L
tryine,non_word,english,L
erth,non_word,english,L
woking,non_word,english,L
detales,non_word,english,L
prodact,non_word,english,L
bildinge,non_word,english,L
frond,non_word,english,L
prodive,non_word,english,L
isue,non_word,english,L
aalone,non_word,english,L
resune,non_word,english,L
mebers,non_word,english,L
quesians,non_word,english,L
physicel,non_word,english,L
umbrela,non_word,english,L
chane,non_word,english,L
alung,non_word,english,L
procces,non_word,english,L
errur,non_word,english,L
ponit,non_word,english,L
lighht,non_word,english,L
nobetook,non_word,english,L
needded,non_word,english,L
suport,non_word,english,L
theferore,non_word,english,L
quiete,non_word,english,L
sience,non_word,english,L
neels,non_word,english,L
fone,non_word,english,L
clieient,non_word,english,L
privet,non_word,english,L
sduty,non_word,english,L
popolar,non_word,english,L
amyone,non_word,english,L
mentune,non_word,english,L
seemes,non_word,english,L
avobe,non_word,english,L
straigt,non_word,english,L
doosra,word,hinglish_matra,M
bharosa,word,hinglish_matra,M
antar,word,hinglish_matra,M
sangeet,word,hinglish_matra,M
uphaar,word,hinglish_matra,M
shaadi,word,hinglish_matra,M
galti,word,hinglish_matra,M
dono,word,hinglish_matra,M
pathak,word,hinglish_matra,M
sapna,word,hinglish_matra,M
puraana,word,hinglish_matra,M
insaan,word,hinglish_matra,M
balidan,word,hinglish_matra,M
adaalat,word,hinglish_matra,M
vipaksh,word,hinglish_matra,M
talaash,word,hinglish_matra,M
samachar,word,hinglish_matra,M
apni,word,hinglish_matra,M
adhoori  ,word,hinglish_matra,M
baarish  ,word,hinglish_matra,M
nayak,word,hinglish_matra,M
paani,word,hinglish_matra,M
sachiv,word,hinglish_matra,M
badmaash  ,word,hinglish_matra,M
raksha,word,hinglish_matra,M
parivaar,word,hinglish_matra,M
vivaah,word,hinglish_matra,M
aadmi  ,word,hinglish_matra,M
mahenga,word,hinglish_matra,M
sarthak,word,hinglish_matra,M
sharab,word,hinglish_matra,M
bukhaar  ,word,hinglish_matra,M
jaagriti,word,hinglish_matra,M
mitra,word,hinglish_matra,M
roti,word,hinglish_matra,M
sheetal,word,hinglish_matra,M
lekin,word,hinglish_matra,M
nigan,word,hinglish_matra,M
sambhav,word,hinglish_matra,M
navodaya,word,hinglish_matra,M
kulash,non_word,hinglish_matra,M
sajham,non_word,hinglish_matra,M
praghash,non_word,hinglish_matra,M
jajah,non_word,hinglish_matra,M
gamri,non_word,hinglish_matra,M
vimeet,non_word,hinglish_matra,M
kamith,non_word,hinglish_matra,M
samhat,non_word,hinglish_matra,M
hrudai,non_word,hinglish_matra,M
suhidha,non_word,hinglish_matra,M
hisarat,non_word,hinglish_matra,M
gamar,non_word,hinglish_matra,M
goyak,non_word,hinglish_matra,M
duthi,non_word,hinglish_matra,M
gaayuk,non_word,hinglish_matra,M
gushlan,non_word,hinglish_matra,M
katrika,non_word,hinglish_matra,M
arsham,non_word,hinglish_matra,M
gagah,non_word,hinglish_matra,M
nasant,non_word,hinglish_matra,M
vitichra,non_word,hinglish_matra,M
katrakaar,non_word,hinglish_matra,M
upyoj,non_word,hinglish_matra,M
jigyaan,non_word,hinglish_matra,M
jatmash,non_word,hinglish_matra,M
pratagi,non_word,hinglish_matra,M
bandham,non_word,hinglish_matra,M
sakrar,non_word,hinglish_matra,M
majtoobi,non_word,hinglish_matra,M
lakita,non_word,hinglish_matra,M
kamish,non_word,hinglish_matra,M
aatakwaad,non_word,hinglish_matra,M
jaavnar,non_word,hinglish_matra,M
padak,non_word,hinglish_matra,M
matad,non_word,hinglish_matra,M
mamtra,non_word,hinglish_matra,M
pratrikik,non_word,hinglish_matra,M
sanudaay,non_word,hinglish_matra,M
chintam,non_word,hinglish_matra,M
kustap,non_word,hinglish_matra,M
except,word,english,M
student,word,english,M
knowledge,word,english,M
contains,word,english,M
point,word,english,M
auction,word,english,M
strong,word,english,M
course,word,english,M
state,word,english,M
create,word,english,M
command,word,english,M
instead,word,english,M
opinions,word,english,M
always,word,english,M
guess,word,english,M
obviously,word,english,M
items,word,english,M
available,word,english,M
shipping,word,english,M
called,word,english,M
certain,word,english,M
contract,word,english,M
trade,word,english,M
second,word,english,M
report,word,english,M
white,word,english,M
under,word,english,M
parts,word,english,M
using,word,english,M
includes,word,english,M
central,word,english,M
sources,word,english,M
features,word,english,M
reality,word,english,M
added,word,english,M
details,word,english,M
whole,word,english,M
reference,word,english,M
change,word,english,M
education,word,english,M
skillis,non_word,english,M
digetal,non_word,english,M
wheter,non_word,english,M
brimg,non_word,english,M
reciese,non_word,english,M
litimed,non_word,english,M
interfase,non_word,english,M
celtainly,non_word,english,M
beccome,non_word,english,M
lelal,non_word,english,M
laterr,non_word,english,M
purhaps,non_word,english,M
obsiouly,non_word,english,M
genurally,non_word,english,M
shigging,non_word,english,M
troubal,non_word,english,M
availble,non_word,english,M
blakc,non_word,english,M
slong,non_word,english,M
geves,non_word,english,M
adress,non_word,english,M
pagis,non_word,english,M
starded,non_word,english,M
coming,non_word,english,M
tebbar,non_word,english,M
recieved,non_word,english,M
undersand,non_word,english,M
smille,non_word,english,M
exampel,non_word,english,M
guass,non_word,english,M
luks,non_word,english,M
nown,non_word,english,M
sens,non_word,english,M
sorces,non_word,english,M
diferent,non_word,english,M
wile,non_word,english,M
outcide,non_word,english,M
parudy,non_word,english,M
naturul,non_word,english,M
vursion,non_word,english,M
dhwaj,word,hinglish_half,N
 bacchan,word,hinglish_half,N
sanskar,word,hinglish_half,N
shashtra,word,hinglish_half,N
ishq,word,hinglish_half,N
sabhya,word,hinglish_half,N
mandal,word,hinglish_half,N
 bandhan,word,hinglish_half,N
mannat,word,hinglish_half,N
prakriti,word,hinglish_half,N
asatya,word,hinglish_half,N
 bandhak,word,hinglish_half,N
 jannat,word,hinglish_half,N
 dhanya,word,hinglish_half,N
ujjwal,word,hinglish_half,N
bacchan,word,hinglish_half,N
 uplabdh,word,hinglish_half,N
 izzat,word,hinglish_half,N
chakkar,word,hinglish_half,N
sajjan,word,hinglish_half,N
 macchar,word,hinglish_half,N
 sakht,word,hinglish_half,N
utsav,word,hinglish_half,N
akhand,word,hinglish_half,N
 patthar,word,hinglish_half,N
bhavya,word,hinglish_half,N
eklavya,word,hinglish_half,N
tanmay,word,hinglish_half,N
 sattar,word,hinglish_half,N
 mastak,word,hinglish_half,N
lakshya,word,hinglish_half,N
 uttam,word,hinglish_half,N
 tanmay,word,hinglish_half,N
 asambhav,word,hinglish_half,N
uttar,word,hinglish_half,N
 dastak,word,hinglish_half,N
 bhavya,word,hinglish_half,N
 anya,word,hinglish_half,N
adhyapak,word,hinglish_half,N
dhakkan,word,hinglish_half,N
ujjhal,non_word,hinglish_half,N
nasamte,non_word,hinglish_half,N
alva,non_word,hinglish_half,N
maskat,non_word,hinglish_half,N
ratma,non_word,hinglish_half,N
shadb,non_word,hinglish_half,N
padmaash,non_word,hinglish_half,N
uzzat,non_word,hinglish_half,N
ucchar,non_word,hinglish_half,N
uttur,non_word,hinglish_half,N
asalkhya,non_word,hinglish_half,N
pyahi,non_word,hinglish_half,N
vipalk,non_word,hinglish_half,N
tafdar,non_word,hinglish_half,N
yavaska,non_word,hinglish_half,N
vashtrik,non_word,hinglish_half,N
pyaksha,non_word,hinglish_half,N
shatki,non_word,hinglish_half,N
gututva,non_word,hinglish_half,N
daptar,non_word,hinglish_half,N
sanskhat,non_word,hinglish_half,N
sanstriti,non_word,hinglish_half,N
ummat,non_word,hinglish_half,N
shappar,non_word,hinglish_half,N
gamri,non_word,hinglish_half,N
sajjam,non_word,hinglish_half,N
amya,non_word,hinglish_half,N
prashim,non_word,hinglish_half,N
satvish,non_word,hinglish_half,N
bhuwya,non_word,hinglish_half,N
bhuktik,non_word,hinglish_half,N
tamrah,non_word,hinglish_half,N
bandrath,non_word,hinglish_half,N
jyoshit,non_word,hinglish_half,N
datfar,non_word,hinglish_half,N
saklam,non_word,hinglish_half,N
katsha,non_word,hinglish_half,N
matsir,non_word,hinglish_half,N
khifaal,non_word,hinglish_half,N
akshan,non_word,hinglish_half,N
manager,word,english,N
model,word,english,N
looks,word,english,N
process,word,english,N
known,word,english,N
starting,word,english,N
break,word,english,N
family,word,english,N
drivers,word,english,N
program,word,english,N
great,word,english,N
anonymous,word,english,N
night,word,english,N
subject,word,english,N
helps,word,english,N
otherwise,word,english,N
start,word,english,N
coming,word,english,N
words,word,english,N
brain,word,english,N
alone,word,english,N
lines,word,english,N
final,word,english,N
version,word,english,N
attempt,word,english,N
situation,word,english,N
movie,word,english,N
advance,word,english,N
certainly,word,english,N
gives,word,english,N
product,word,english,N
willing,word,english,N
science,word,english,N
technical,word,english,N
found,word,english,N
because,word,english,N
selling,word,english,N
center,word,english,N
ideas,word,english,N
limited,word,english,N
atricraft,non_word,english,N
beelow,non_word,english,N
ceenter,non_word,english,N
drivors,non_word,english,N
colus,non_word,english,N
functune,non_word,english,N
trutth,non_word,english,N
contanes,non_word,english,N
shuld,non_word,english,N
neans,non_word,english,N
femily,non_word,english,N
deficult,non_word,english,N
naybe,non_word,english,N
wonan,non_word,english,N
vhatevar,non_word,english,N
grait,non_word,english,N
spik,non_word,english,N
hellps,non_word,english,N
ucing,non_word,english,N
likelie,non_word,english,N
canot,non_word,english,N
stert,non_word,english,N
tecnical,non_word,english,N
dowbt,non_word,english,N
prezent,non_word,english,N
wiling,non_word,english,N
advanze,non_word,english,N
diferent,non_word,english,N
issures,non_word,english,N
moddel,non_word,english,N
mitilar,non_word,english,N
avrage,non_word,english,N
decieded,non_word,english,N
neseccary,non_word,english,N
vvhite,non_word,english,N
matterial,non_word,english,N
localion,non_word,english,N
wemen,non_word,english,N
sertain,non_word,english,N
yong,non_word,english,N
